Global_ID,Original_Image,X_Center_Global,Y_Center_Global,Diameter,Depth_Est,Morphology,Confidence,Quadrant
45,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,516.42,338.42,19.85,7.15,Complex,0.36,SE
46,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,162.45,354.13,54.74,19.72,Complex,0.34,SW
47,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,562.75,591.51,46.98,16.93,Degraded/Overlapping,0.33,SE
48,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,550.3,343.78,12.06,4.34,Complex,0.32,SE
49,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,55.98,180.53,41.95,15.12,Complex,0.32,NW
50,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,239.78,636.02,8.25,2.97,Simple,0.31,SW
51,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,123.18,285.19,8.29,2.99,Simple,0.31,NW
52,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,404.92,617.11,28.89,10.41,Complex,0.31,SE
53,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,410.08,431.85,21.95,7.91,Complex,0.31,SE
54,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,495.31,391.43,13.48,4.86,Complex,0.3,SE
55,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,123.73,536.42,13.92,5.02,Complex,0.3,SW
56,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,317.24,260.68,17.2,6.2,Complex/Overlapping,0.3,NW
57,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,185.42,631.23,16.63,5.99,Complex,0.29,SW
58,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,430.96,591.07,9.83,3.54,Simple,0.29,SE
59,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,169.62,598.03,23.8,8.57,Complex,0.29,SW
60,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,463.07,570.65,17.87,6.44,Complex,0.28,SE
61,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,605.65,499.48,12.37,4.46,Complex,0.28,SE
62,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,537.07,193.44,16.96,6.11,Complex,0.28,NE
63,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,629.25,617.93,12.73,4.59,Complex,0.27,SE
64,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,474.23,439.18,13.25,4.77,Complex,0.27,SE
65,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,149.96,564.66,14.03,5.05,Complex,0.27,SW
66,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,465.93,355.37,10.56,3.81,Simple,0.27,SE
67,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,302.97,403.1,10.1,3.64,Simple,0.26,SW
68,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,582.35,545.29,10.41,3.75,Simple,0.26,SE
69,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,619.62,64.44,27.59,9.94,Complex,0.26,NE
70,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,90.21,67.42,8.61,3.1,Simple,0.25,NW
71,d07cbcd0-7573-4ee0-9c50-dbb16f25a991.jpg,3.17,620.7,28.23,10.17,Degraded,0.25,SW
72,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,951.46,244.49,13.92,4.04,Complex,0.75,NW
73,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,1022.59,254.09,14.64,4.25,Complex,0.74,NE
74,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,650.41,541.16,19.99,5.8,Complex,0.71,SW
75,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,813.73,75.23,15.71,4.56,Complex,0.63,NW
76,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,1086.89,534.34,9.81,2.84,Simple,0.62,SE
77,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,1119.44,322.85,11.36,3.29,Simple,0.56,SE
78,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,995.02,13.56,13.95,4.05,Complex,0.56,NE
79,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,1258.19,25.12,53.67,15.56,Complex,0.54,NE
80,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,815.62,630.68,27.39,7.94,Degraded,0.53,SW
81,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,1078.68,140.83,12.59,3.65,Simple,0.51,NE
82,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,853.94,39.52,15.3,4.44,Complex,0.5,NW
83,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,756.92,585.58,37.7,10.93,Complex,0.48,SW
84,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,745.27,629.99,24.28,7.04,Complex,0.47,SW
85,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,1098.57,253.26,17.02,4.94,Complex,0.47,NE
86,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,682.27,298.39,12.79,3.71,Simple,0.42,NW
87,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,848.41,155.59,12.85,3.73,Simple,0.42,NW
88,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,1271.62,134.88,8.77,2.54,Simple,0.42,NE
89,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,813.18,454.52,8.57,2.48,Simple,0.41,SW
90,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,758.12,544.89,13.86,4.02,Complex,0.39,SW
91,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,749.35,498.61,14.7,4.26,Complex,0.39,SW
92,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,664.35,344.01,13.17,3.82,Simple,0.37,SW
93,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,658.52,468.44,19.46,5.64,Complex,0.36,SW
94,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,1132.09,300.39,11.76,3.41,Simple,0.36,NE
95,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,861.34,148.15,14.0,4.06,Complex,0.35,NW
96,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,768.6,550.13,10.77,3.12,Simple,0.33,SW
97,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,659.47,373.55,42.61,12.36,Complex,0.33,SW
98,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,723.04,49.12,10.66,3.09,Simple,0.32,NW
99,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,668.18,549.89,15.76,4.57,Complex,0.32,SW
100,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,819.76,12.86,29.91,8.67,Complex,0.31,NW
101,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,820.93,602.95,13.52,3.92,Simple,0.3,SW
102,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,873.52,481.68,8.91,2.58,Simple,0.3,SW
103,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,1194.22,578.6,16.65,4.83,Complex,0.3,SE
104,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,1158.41,481.05,12.97,3.76,Simple,0.3,SE
105,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,1262.51,348.17,31.68,9.19,Complex,0.3,SE
106,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,840.08,630.12,27.74,8.04,Complex,0.29,SW
107,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,745.78,19.45,17.38,5.04,Complex,0.29,NW
108,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,1268.39,294.43,23.14,6.71,Complex,0.28,NE
109,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,650.01,311.84,20.75,6.02,Complex,0.27,NW
110,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,1137.72,624.77,8.9,2.58,Simple,0.27,SE
111,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,1033.3,614.22,10.68,3.1,Simple,0.26,SE
112,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,1040.37,196.73,8.63,2.5,Simple,0.26,NE
113,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,1050.88,580.77,67.52,19.58,Complex,0.26,SE
114,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,1068.76,633.76,21.05,6.1,Degraded,0.26,SE
115,67bcd817-3180-4e06-bc58-10e9d1426afd.jpg,865.26,491.02,8.94,2.59,Simple,0.25,SW
116,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,89.58,694.2,16.64,4.79,Complex,0.86,NW
117,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,167.65,681.71,15.87,4.57,Complex,0.86,NW
118,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,116.34,942.85,11.63,3.35,Simple,0.84,NW
119,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,617.18,826.85,17.22,4.96,Complex,0.84,NE
120,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,590.43,816.41,14.88,4.28,Complex,0.82,NE
121,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,540.65,788.47,15.29,4.4,Complex,0.82,NE
122,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,423.81,854.05,51.54,14.83,Complex,0.82,NE
123,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,416.08,906.98,28.99,8.34,Complex,0.81,NE
124,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,553.74,848.65,33.53,9.65,Complex,0.8,NE
125,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,18.27,1100.22,44.34,12.76,Complex,0.79,SW
126,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,18.74,1019.4,12.43,3.58,Simple,0.79,SW
127,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,10.64,1136.29,26.66,7.67,Complex,0.78,SW
128,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,631.7,836.65,18.94,5.45,Complex,0.78,NE
129,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,556.58,991.92,16.38,4.71,Complex,0.77,SE
130,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,140.59,1119.71,17.39,5.0,Complex,0.77,SW
131,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,574.79,804.52,17.68,5.09,Complex,0.76,NE
132,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,232.41,733.57,17.34,4.99,Complex,0.76,NW
133,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,519.96,655.0,18.08,5.2,Complex,0.76,NE
134,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,295.93,709.79,18.14,5.22,Complex,0.73,NW
135,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,346.15,724.16,20.22,5.82,Complex,0.73,NE
136,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,123.21,1244.14,28.54,8.21,Complex,0.73,SW
137,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,194.58,687.85,12.85,3.7,Simple,0.71,NW
138,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,17.13,744.19,13.55,3.9,Simple,0.71,NW
139,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,4.55,1191.24,16.06,4.62,Degraded,0.7,SW
140,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,248.53,881.02,13.97,4.02,Complex,0.7,NW
141,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,267.63,702.12,40.45,11.64,Complex,0.69,NW
142,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,196.83,1149.6,9.76,2.81,Simple,0.69,SW
143,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,554.37,646.7,10.83,3.12,Simple,0.68,NE
144,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,219.92,662.16,24.84,7.15,Complex/Overlapping,0.68,NW
145,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,503.45,723.06,12.42,3.57,Simple,0.67,NE
146,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,619.45,970.74,11.92,3.43,Simple,0.66,SE
147,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,5.38,738.31,22.47,6.47,Degraded,0.65,NW
148,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,603.86,820.29,13.18,3.79,Simple,0.64,NE
149,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,219.97,1226.95,23.26,6.69,Complex,0.64,SW
150,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,546.05,827.18,11.3,3.25,Simple,0.63,NE
151,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,187.21,779.42,12.68,3.65,Simple,0.63,NW
152,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,214.5,724.77,16.36,4.71,Complex,0.62,NW
153,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,26.88,1076.84,12.65,3.64,Simple,0.6,SW
154,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,606.81,790.76,22.31,6.42,Complex,0.6,NE
155,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,42.18,777.97,14.55,4.19,Complex,0.6,NW
156,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,60.97,949.21,17.3,4.98,Complex,0.58,NW
157,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,380.96,735.77,10.71,3.08,Simple,0.56,NE
158,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,546.49,1158.17,16.53,4.76,Complex,0.55,SE
159,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,518.05,1159.13,19.61,5.64,Complex,0.55,SE
160,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,560.07,764.93,11.35,3.27,Simple,0.55,NE
161,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,154.57,677.87,11.31,3.25,Simple,0.54,NW
162,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,78.8,770.5,10.67,3.07,Simple,0.53,NW
163,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,108.56,708.81,10.26,2.95,Simple,0.53,NW
164,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,273.32,1262.6,16.41,4.72,Complex,0.53,SW
165,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,385.36,717.34,21.58,6.21,Complex,0.53,NE
166,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,70.07,920.21,29.57,8.51,Complex,0.52,NW
167,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,631.45,935.39,21.08,6.07,Complex,0.51,NE
168,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,92.45,864.81,28.09,8.08,Complex,0.51,NW
169,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,171.52,997.25,10.1,2.91,Simple,0.5,SW
170,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,532.88,742.83,14.35,4.13,Complex,0.5,NE
171,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,573.47,686.14,15.77,4.54,Complex,0.5,NE
172,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,586.7,643.84,10.39,2.99,Degraded,0.48,NE
173,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,495.36,1220.11,14.6,4.2,Complex,0.48,SE
174,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,535.16,1112.34,14.73,4.24,Complex,0.47,SE
175,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,139.89,1094.26,9.55,2.75,Simple,0.47,SW
176,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,366.94,1210.74,16.47,4.74,Complex,0.46,SE
177,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,118.55,652.82,17.01,4.9,Complex,0.46,NW
178,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,547.02,740.97,11.02,3.17,Simple,0.46,NE
179,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,634.8,705.87,11.17,3.21,Simple,0.45,NE
180,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,46.54,1237.67,27.31,7.86,Complex,0.43,SW
181,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,165.82,702.21,9.64,2.77,Simple,0.42,NW
182,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,90.86,1269.52,19.86,5.72,Complex,0.41,SW
183,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,511.93,707.81,19.88,5.72,Complex,0.41,NE
184,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,179.33,1036.27,9.35,2.69,Simple,0.41,SW
185,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,259.37,1168.55,10.01,2.88,Simple,0.41,SW
186,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,543.14,660.72,24.2,6.96,Complex,0.4,NE
187,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,632.79,664.54,13.4,3.86,Simple,0.4,NE
188,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,335.94,1267.45,13.6,3.91,Simple,0.39,SE
189,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,111.12,847.06,25.04,7.21,Complex,0.39,NW
190,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,448.3,771.39,14.29,4.11,Complex/Overlapping,0.38,NE
191,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,278.31,726.87,15.52,4.47,Complex/Overlapping,0.37,NW
192,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,382.98,1230.51,13.68,3.94,Simple,0.36,SE
193,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,396.92,697.47,14.18,4.08,Complex,0.36,NE
194,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,529.26,1264.2,10.83,3.12,Simple,0.33,SE
195,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,194.74,1203.29,13.34,3.84,Simple,0.33,SW
196,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,298.2,663.65,117.12,33.71,Degraded,0.33,NW
197,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,360.69,712.0,11.54,3.32,Simple,0.33,NE
198,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,19.7,910.17,11.03,3.18,Simple,0.33,NW
199,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,234.27,1142.39,8.4,2.42,Simple,0.32,SW
200,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,142.98,1138.13,21.81,6.28,Complex,0.32,SW
201,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,54.39,936.41,11.01,3.17,Simple,0.31,NW
202,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,448.7,758.49,20.81,5.99,Complex/Overlapping,0.31,NE
203,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,566.51,1026.35,25.3,7.28,Complex,0.31,SE
204,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,579.12,1008.55,12.35,3.55,Simple,0.31,SE
205,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,80.64,666.15,9.21,2.65,Simple,0.31,NW
206,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,261.73,743.13,30.75,8.85,Complex,0.31,NW
207,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,598.51,668.74,11.03,3.18,Simple,0.31,NE
208,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,441.75,1112.7,11.12,3.2,Simple,0.31,SE
209,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,637.47,807.69,10.76,3.1,Degraded,0.3,NE
210,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,573.17,873.06,22.4,6.45,Complex,0.3,NE
211,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,362.43,1194.12,9.25,2.66,Simple,0.3,SE
212,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,406.61,665.66,10.43,3.0,Simple,0.3,NE
213,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,276.66,673.98,22.63,6.51,Complex,0.3,NW
214,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,499.78,768.27,27.55,7.93,Complex,0.3,NE
215,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,557.11,929.5,13.18,3.79,Simple,0.29,NE
216,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,83.09,988.56,17.98,5.18,Complex,0.29,SW
217,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,219.37,1260.64,10.65,3.06,Simple,0.29,SW
218,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,440.47,784.75,14.11,4.06,Complex,0.29,NE
219,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,587.69,790.76,13.68,3.94,Simple,0.29,NE
220,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,36.48,1036.7,8.6,2.47,Simple,0.28,SW
221,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,207.44,650.98,16.73,4.82,Complex/Overlapping,0.28,NW
222,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,108.2,681.12,9.01,2.59,Simple,0.27,NW
223,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,374.57,646.88,13.76,3.96,Simple,0.27,NE
224,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,510.58,691.28,9.95,2.86,Simple,0.27,NE
225,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,72.75,724.33,10.35,2.98,Simple,0.26,NW
226,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,608.37,662.81,10.34,2.98,Simple,0.26,NE
227,32465ff3-61a4-43c7-83d5-26f45b99b74e.jpg,279.02,729.32,16.67,4.8,Complex/Overlapping,0.26,NW
